timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
958,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.598
959,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q3, 25)",0.601
960,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
961,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.535
962,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 4], [0, 2, 5, 6]]","[[1, 3, 4], [0, 2, 5, 6]]","inc(G0, Q3, 50)",0.663
963,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.592
964,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.595
965,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 3, 4], [0, 2, 5, 6]]","[[1, 3, 4], [0, 2, 5, 6]]","inc(G0, Q3, 50)",0.667
966,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","inc(G0, Q4, 50)",0.73
967,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q2, 25)",0.604
968,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","const(G0, Q2, 25)",0.602
969,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.537
970,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.538
971,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.601
972,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.601
973,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.539
974,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.537
975,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","inc(G0, Q3, 25)",0.603
976,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.537
977,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5, 6], [0, 1, 2, 3, 4]]","[[5, 6], [0, 1, 2, 3, 4]]","inc(G0, Q3, 25)",0.6
978,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 4, 6], [0, 1, 3, 5]]","[[2, 4, 6], [0, 1, 3, 5]]","inc(G0, Q3, 50)",0.671
979,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 5], [0, 2, 3, 4, 6]]","[[1, 5], [0, 2, 3, 4, 6]]","dec(G0, Q3, 25)",0.602
980,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 5], [2, 3, 4, 6]]","[[0, 1, 5], [2, 3, 4, 6]]","inc(G0, Q3, 50)",0.669
981,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.537
982,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.537
983,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q1, 25)",0.536
984,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.599
985,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 5], [0, 2, 3, 4, 6]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G0, Q3, 25)",0.602
986,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","const(G0, Q2, 25)",0.604
987,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
988,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[2, 5], [0, 1, 3, 4, 6]]","[[2, 5], [0, 1, 3, 4, 6]]","inc(G0, Q3, 25)",0.603
989,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.6
990,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.6
991,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","const(G0, Q2, 25)",0.596
992,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 4], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G0, Q3, 50)",0.669
993,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.601
994,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 5], [0, 2, 3, 4, 6]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.6
995,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.599
996,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[4, 6], [0, 1, 2, 3, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","const(G0, Q3, 25)",0.602
997,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","inc(G0, Q4, 50)",0.742
998,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","dec(G0, Q2, 25)",0.601
999,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.536
1000,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.536
1001,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.539
1002,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.537
1003,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[0, 4, 6], [1, 2, 3, 5]]","[[0, 4, 6], [1, 2, 3, 5]]","inc(G0, Q3, 50)",0.668
1004,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1005,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 4], [0, 1, 2, 5, 6]]","[[3, 4], [0, 1, 2, 5, 6]]","inc(G0, Q3, 25)",0.6
1006,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 4, 6], [0, 3, 5]]","[[1, 2, 4, 6], [0, 3, 5]]","inc(G0, Q4, 50)",0.728
1007,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1008,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.535
1009,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 5], [2, 3, 4, 6]]","[[0, 1, 5], [2, 3, 4, 6]]","inc(G0, Q3, 50)",0.678
1010,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.534
1011,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3], [2, 4, 5, 6]]","[[0, 1, 3], [2, 4, 5, 6]]","inc(G0, Q3, 50)",0.671
1012,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.534
1013,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 6], [2, 4, 5]]","[[0, 1, 3, 6], [2, 4, 5]]","inc(G0, Q4, 50)",0.735
1014,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","dec(G0, Q3, 25)",0.594
1015,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.535
1016,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.604
1017,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q3, 25)",0.607
1018,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.594
1019,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 4], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G0, Q3, 50)",0.672
1020,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.537
1021,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q2, 25)",0.6
1022,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
1023,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q1, 25)",0.534
1024,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 5], [0, 1, 3, 4, 6]]","[[2, 5], [0, 1, 3, 4, 6]]","inc(G0, Q3, 25)",0.595
1025,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3, 6], [0, 1, 4, 5]]","[[2, 3, 6], [0, 1, 4, 5]]","inc(G0, Q3, 50)",0.661
1026,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.532
1027,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 5], [0, 1, 3, 4, 6]]","[[2, 5], [0, 1, 3, 4, 6]]","inc(G0, Q3, 25)",0.598
1028,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
1029,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 4], [0, 1, 2, 5, 6]]","[[3, 4], [0, 1, 2, 5, 6]]","inc(G0, Q3, 25)",0.599
1030,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 5], [2, 3, 4, 6]]","[[0, 1, 5], [2, 3, 4, 6]]","inc(G0, Q3, 50)",0.671
1031,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.535
1032,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 2, 3, 4], [0, 5, 6]]","[[1, 2, 3, 4], [0, 5, 6]]","inc(G0, Q4, 50)",0.733
1033,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.537
1034,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.533
1035,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.599
1036,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
1037,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q3, 25)",0.6
1038,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 3, 4, 6], [0, 2, 5]]","[[1, 3, 4, 6], [0, 2, 5]]","inc(G0, Q4, 50)",0.731
1039,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","dec(G0, Q3, 25)",0.596
1040,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.595
1041,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.534
1042,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q3, 25)",0.597
1043,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q3, 25)",0.602
1044,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.533
1045,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 4], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G0, Q3, 50)",0.668
1046,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3, 6], [0, 1, 4, 5]]","[[2, 3, 6], [0, 1, 4, 5]]","const(G0, Q3, 50)",0.659
1047,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.59
1048,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.591
1049,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.593
1050,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q3, 25)",0.594
1051,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.534
1052,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","inc(G0, Q3, 25)",0.6
1053,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2, 5], [1, 3, 4, 6]]","[[0, 2, 5], [1, 3, 4, 6]]","inc(G0, Q3, 50)",0.656
1054,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.535
1055,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.532
1056,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.594
1057,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.535
1058,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","inc(G0, Q3, 25)",0.591
1059,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","const(G0, Q3, 25)",0.596
1060,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 6], [0, 1, 3, 4, 5]]","[[2, 6], [0, 1, 3, 4, 5]]","const(G0, Q2, 25)",0.596
1061,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.532
1062,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.536
1063,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 4, 6], [1, 2, 3, 5]]","[[0, 4, 6], [1, 2, 3, 5]]","inc(G0, Q3, 50)",0.663
1064,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","dec(G0, Q3, 25)",0.591
1065,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.534
1066,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 2], [3, 4, 5]]","[[0, 1, 2], [3, 4, 5, 6]]","inc(G0, Q3, 50)",0.688
1066,1,[6],"const(MSEUr_mean, Q4)","inc(DTUr_mean, Q4)","[[], [6]]","[[0, 1, 2], [3, 4, 5, 6]]","dec(G1, Q1, 0)",0.688
1067,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[1], [0, 2, 3, 4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.54
1067,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.54
